canonical_composer,canonical_title,split,year,midi_filename,audio_filename,duration,prompt,caption
Frédéric Chopin,"Scherzo No. 1 in B minor, Op. 20",validation,2013,2013/ORIG-MIDI_03_7_6_13_Group__MID--AUDIO_10_R1_2013_wav--4.midi,2013/ORIG-MIDI_03_7_6_13_Group__MID--AUDIO_10_R1_2013_wav--4.wav,555.1917525,"Composer:Frédéric Chopin;Title:Scherzo No. 1 in B minor, Op. 20","Chopin's Scherzo No. 1 in B minor, Op. 20 is a dramatic and virtuosic piano piece filled with expressive emotions. The key of B minor adds a sense of darkness and intensity to the composition. The melody showcases Chopin's signature lyrical and flowing style, with its rapid arpeggios and dazzling octaves providing an energetic and captivating listening experience. The piece combines elements of Classical and Romantic styles, with its shifting dynamics, ornamental flourishes, and contrasting sections. Typical chord progressions found in this piece include descending chromatic lines and harmonic sequences, adding to the overall richness and complexity of the composition."
Frédéric Chopin,"Scherzo No. 2 in B-Flat Minor, Op.31",train,2014,2014/MIDI-UNPROCESSED_06-08_R1_2014_MID--AUDIO_07_R1_2014_wav--3.midi,2014/MIDI-UNPROCESSED_06-08_R1_2014_MID--AUDIO_07_R1_2014_wav--3.wav,578.37549,"Composer:Frédéric Chopin;Title:Scherzo No. 2 in B-Flat Minor, Op.31","Scherzo No. 2 in B-Flat Minor, Op.31 by Frédéric Chopin is a thrilling and passionate piano composition. The key of B-Flat Minor gives this piece a dark and melancholic atmosphere. The melody is incredibly virtuosic with rapid runs, cascading arpeggios, and expressive themes that evoke a sense of longing and intensity. Chopin's signature romantic style is evident in the rich harmonies and lyrical passages. The chord progressions often feature dramatic shifts and chromatic harmonies, adding to the piece's emotional depth and complexity."
Frédéric Chopin,"Scherzo No. 2 in B-flat Major, Op. 31",train,2015,2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_07_R1_2015_wav--4.midi,2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_07_R1_2015_wav--4.wav,581.9885417,"Composer:Frédéric Chopin;Title:Scherzo No. 2 in B-flat Major, Op. 31","Scherzo No. 2 in B-flat Major, Op. 31 by Frédéric Chopin is a dynamic and spirited piano piece that encapsulates the essence of Romantic music. The key of B-flat Major provides a bright and uplifting mood throughout the composition. The striking melody combines virtuosic passages with tender and lyrical moments, showcasing Chopin's mastery of expressive piano writing. The piece is characterized by its contrasting sections, consisting of powerful and cascading arpeggios, delicate and graceful themes, and a relentless energy that drives the listener forward. The chord progressions in this piece are rich and varied, ranging from bold and dramatic progressions to delicate and introspective tonal shifts, capturing the emotional depth and complexity of Chopin's musical language."
Frédéric Chopin,"Scherzo No. 2 in B-flat Minor, Op. 31",train,2008,2008/MIDI-Unprocessed_10_R1_2008_01-04_ORIG_MID--AUDIO_10_R1_2008_wav--3.midi,2008/MIDI-Unprocessed_10_R1_2008_01-04_ORIG_MID--AUDIO_10_R1_2008_wav--3.wav,549.7056469,"Composer:Frédéric Chopin;Title:Scherzo No. 2 in B-flat Minor, Op. 31","Scherzo No. 2 in B-flat Minor, Op. 31 by Frédéric Chopin is a dramatic and intense piece in a minor key. The melody alternates between fast, virtuosic passages and lyrical, expressive sections, showcasing Chopin's signature expressive style. This piece exhibits a wide range of emotions, from dark and brooding to passionate and triumphant. Typical chord progressions found in this piece include chromaticism, intricate arpeggios, and cascading broken chords, adding to its dramatic and captivating effect."
Frédéric Chopin,"Scherzo No. 2 in B-flat Minor, Op.31",train,2009,2009/MIDI-Unprocessed_06_R1_2009_03-07_ORIG_MID--AUDIO_06_R1_2009_06_R1_2009_07_WAV.midi,2009/MIDI-Unprocessed_06_R1_2009_03-07_ORIG_MID--AUDIO_06_R1_2009_06_R1_2009_07_WAV.wav,565.3146056,"Composer:Frédéric Chopin;Title:Scherzo No. 2 in B-flat Minor, Op.31","Frédéric Chopin's ""Scherzo No. 2 in B-flat Minor, Op. 31"" is a passionate and dramatic piano composition. The key of B-flat Minor contributes to the dark and intense mood of the piece. Its captivating melody showcases Chopin's mastery of the piano, oscillating between virtuosic runs and poignant lyrical passages. The piece incorporates elements of both classical and Romantic styles, with its intricate ornamentation and expressive phrasing. It features a wide range of harmonies, often utilizing chromaticism and unconventional chord progressions to heighten the tension and emotional impact of the music."
Frédéric Chopin,Scherzo No. 3,train,2006,2006/MIDI-Unprocessed_01_R1_2006_01-09_ORIG_MID--AUDIO_01_R1_2006_05_Track05_wav.midi,2006/MIDI-Unprocessed_01_R1_2006_01-09_ORIG_MID--AUDIO_01_R1_2006_05_Track05_wav.wav,433.2020241,Composer:Frédéric Chopin;Title:Scherzo No. 3,"Scherzo No. 3, composed by Frédéric Chopin, is a stunning piano piece in C-sharp minor known for its dramatic and virtuosic qualities. The melody of this Scherzo is characterized by its fast, lively, and playful nature, intertwining with moments of intense emotion and vigor. The piece showcases Chopin's signature romantic style, with intricate ornamentation, dynamic contrasts, and a wide range of expressions. Typical chord progressions found in the Scherzo No. 3 include dramatic chromatic shifts, harmonic tension, and rich modulations, adding to its captivating and powerful nature."
Frédéric Chopin,"Scherzo No. 3 in C-sharp Minor, Op. 39",train,2015,2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_05_R1_2015_wav--5.midi,2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_05_R1_2015_wav--5.wav,418.9291667,"Composer:Frédéric Chopin;Title:Scherzo No. 3 in C-sharp Minor, Op. 39","Chopin's Scherzo No. 3 in C-sharp Minor, Op. 39, is a fiery and passionate piece that showcases the composer's virtuosity. The key of C-sharp Minor contributes to its intense and dramatic character. Its intricate and elaborate melody is driven by relentless energy and rapid passages, demanding technical brilliance from the pianist. The piece blends elements of both Romantic and Classical styles, with a mix of sweeping arpeggios, turbulent scales, and cascading octaves. A notable characteristic of this piece is the use of cascading chord progressions, particularly in the thrilling and climactic sections, creating a sense of majestic grandeur."
Frédéric Chopin,"Scherzo No. 4  in E Major, Op. 54",train,2011,2011/MIDI-Unprocessed_23_R1_2011_MID--AUDIO_R1-D9_04_Track04_wav.midi,2011/MIDI-Unprocessed_23_R1_2011_MID--AUDIO_R1-D9_04_Track04_wav.wav,688.7199309,"Composer:Frédéric Chopin;Title:Scherzo No. 4  in E Major, Op. 54","Frédéric Chopin's Scherzo No. 4 in E Major, Op. 54 is a virtuosic piano composition that showcases the composer's genius. The key of E Major lends a bright and triumphant character to the piece. The melody is filled with intricate runs, dazzling trills, and delicate arpeggios, which demand impressive technical skill from the performer. This Scherzo exemplifies Chopin's expressive romantic style, incorporating dramatic contrasts of dynamics and tempos. The typical chord progressions utilized include dominant seventh chords, chromatic progressions, and sequences that add to the harmonic richness of the composition."
Frédéric Chopin,"Scherzo No. 4 in E Major, Op. 54",train,2004,2004/MIDI-Unprocessed_XP_10_R1_2004_03-04_ORIG_MID--AUDIO_10_R1_2004_03_Track03_wav.midi,2004/MIDI-Unprocessed_XP_10_R1_2004_03-04_ORIG_MID--AUDIO_10_R1_2004_03_Track03_wav.wav,637.803674,"Composer:Frédéric Chopin;Title:Scherzo No. 4 in E Major, Op. 54","Chopin's Scherzo No. 4 in E Major, Op. 54 is a thrilling and virtuosic piano composition. The key of E Major gives it a bright and majestic character. Its highly expressive melody alternates between rapid and passionate passages, showcasing Chopin's mastery of the piano. The piece is characterized by a blend of romantic and classical styles, with elements of ornamentation and dramatic flourishes. Typical chord progressions include the use of dominant and tonic chords to create tension and resolution, adding to the thrilling and emotional nature of the music."
Frédéric Chopin,Sonata 3 Op. 58,train,2006,2006/MIDI-Unprocessed_07_R1_2006_01-04_ORIG_MID--AUDIO_07_R1_2006_03_Track03_wav.midi,2006/MIDI-Unprocessed_07_R1_2006_01-04_ORIG_MID--AUDIO_07_R1_2006_03_Track03_wav.wav,1442.796367,Composer:Frédéric Chopin;Title:Sonata 3 Op. 58,"The Sonata No. 3 in B minor, Op. 58 by Frédéric Chopin is a powerful and passionate piano composition. The key of B minor adds to its dramatic and emotional character. The melody is rich and expressive, showcasing Chopin's incredible ability to evoke intense and intricate emotions through his music. The style of this sonata is characterized by its virtuosic passages, lyrical sections, and a strong sense of storytelling. Typical chord progressions in this piece include chromatic harmonies, frequent use of diminished chords, and unexpected harmonic shifts."
Frédéric Chopin,"Sonata No. 2 in B-flat Minor, Op. 35",test,2018,2018/MIDI-Unprocessed_Recital5-7_MID--AUDIO_06_R1_2018_wav--3.midi,2018/MIDI-Unprocessed_Recital5-7_MID--AUDIO_06_R1_2018_wav--3.wav,1461.012161,"Composer:Frédéric Chopin;Title:Sonata No. 2 in B-flat Minor, Op. 35","Sonata No. 2 in B-flat Minor, Op. 35 by Frédéric Chopin is a remarkable composition known for its passionate and dramatic nature. The key of B-flat Minor adds an intense and melancholic atmosphere to the piece. The melody in this sonata is characterized by its hauntingly beautiful and lyrical passages, showcasing Chopin's mastery of creating emotional depth through piano music. The style of this piece can be described as Romantic, with its emphasis on strong emotions and expressive phrasing. Typical chord progressions in this sonata include rich and sophisticated harmonies, often featuring chromatic and modulatory shifts, further enhancing its captivating and turbulent nature."
Frédéric Chopin,Sonata No. 3,train,2006,2006/MIDI-Unprocessed_20_R1_2006_01-04_ORIG_MID--AUDIO_20_R1_2006_04_Track04_wav.midi,2006/MIDI-Unprocessed_20_R1_2006_01-04_ORIG_MID--AUDIO_20_R1_2006_04_Track04_wav.wav,1611.384607,Composer:Frédéric Chopin;Title:Sonata No. 3,"Sonata No. 3, composed by Frédéric Chopin, is a riveting and dramatic piano piece that showcases the composer's mastery of the instrument. In this Sonata, the key is B minor, conveying a sense of intense and somber emotions. The melody is characterized by its sweeping and virtuosic passages, alternating between hauntingly beautiful moments and powerful bursts of energy. The style of Sonata No. 3 can be described as Romantic, with its rich harmonies, expressive dynamics, and intricate ornamentation. Typical chord progressions found in this piece include modulations to different keys, providing depth and variety throughout the composition."
Frédéric Chopin,"Sonata No. 3 in B Minor, Op. 58",train,2004,2004/MIDI-Unprocessed_XP_09_R1_2004_05_ORIG_MID--AUDIO_09_R1_2004_06_Track06_wav.midi,2004/MIDI-Unprocessed_XP_09_R1_2004_05_ORIG_MID--AUDIO_09_R1_2004_06_Track06_wav.wav,493.142776,"Composer:Frédéric Chopin;Title:Sonata No. 3 in B Minor, Op. 58","Sonata No. 3 in B Minor, Op. 58 by Frédéric Chopin is a majestic and powerful piano piece. The key of B minor gives the sonata a dark and somber tone, which is characteristic of Chopin's expressive style. The melody weaves intricate passages and captivating themes that demand virtuosity from the performer. The composition showcases a romantic and emotionally charged style with lush harmonies and typical chord progressions of the era, including modulations and chromaticism, adding depth and complexity to the overall musical experience."
Frédéric Chopin,"Sonata No. 3 in B Minor, Op. 58 (Complete)",train,2014,2014/MIDI-UNPROCESSED_06-08_R1_2014_MID--AUDIO_06_R1_2014_wav--2.midi,2014/MIDI-UNPROCESSED_06-08_R1_2014_MID--AUDIO_06_R1_2014_wav--2.wav,1551.770617,"Composer:Frédéric Chopin;Title:Sonata No. 3 in B Minor, Op. 58 (Complete)","Sonata No. 3 in B Minor, Op. 58 by Frédéric Chopin is a masterpiece that showcases the key of B minor, expressing a sense of melancholy and intensity throughout. The melody is characterized by its passionate and emotional features, with intricate and virtuosic passages that demonstrate Chopin's exceptional pianistic abilities. The style of this sonata is predominantly romantic, filled with lyrical and expressive elements. It encompasses a variety of chord progressions, including dramatic modulations and chromatic harmonies, adding depth and complexity to the overall composition."
Frédéric Chopin,"Sonata No. 3 in B Minor, Op. 58, 1st mov.",train,2013,2013/ORIG-MIDI_03_7_8_13_Group__MID--AUDIO_18_R2_2013_wav--4.midi,2013/ORIG-MIDI_03_7_8_13_Group__MID--AUDIO_18_R2_2013_wav--4.wav,528.9951975,"Composer:Frédéric Chopin;Title:Sonata No. 3 in B Minor, Op. 58, 1st mov.","Frédéric Chopin's Sonata No. 3 in B Minor, Op. 58, 1st movement is a masterpiece that showcases the composer's profound understanding of the piano. The key of B minor lends a melancholic and introspective character to the piece. The melody is characterized by intricate and passionate phrases, highlighting the emotional depth of the music. The style of this Sonata reflects Chopin's unique blend of Romanticism and virtuosity, with expressive passages contrasted by virtuosic passages. The typical chord progressions in this movement include dramatic minor progressions, poignant modulations, and rich harmonic textures that contribute to the overall emotional intensity of the piece."
Frédéric Chopin,"Sonata No. 3 in B Minor, Op. 58, I. Allegro maestoso",train,2017,2017/MIDI-Unprocessed_052_PIANO052_MID--AUDIO-split_07-06-17_Piano-e_3-03_wav--5.midi,2017/MIDI-Unprocessed_052_PIANO052_MID--AUDIO-split_07-06-17_Piano-e_3-03_wav--5.wav,507.5028551,"Composer:Frédéric Chopin;Title:Sonata No. 3 in B Minor, Op. 58, I. Allegro maestoso","Chopin's Sonata No. 3 in B Minor, Op. 58, I. Allegro maestoso is a magnificent piano piece that encapsulates the essence of Romantic music. The key of B Minor adds to the depth and intensity of the composition. The melody is marked by virtuosic passages, expressive themes, and contrasting sections, showcasing Chopin's exceptional command of the piano. The style leans towards dramatic and passionate, with a perfect balance between lyricism and technical brilliance. Typical chord progressions include rich harmonies, chromaticism, and occasional modulations, highlighting the emotional journey this piece takes the listener on."
Frédéric Chopin,"Sonata in B Minor, Op. 58",train,2004,2004/MIDI-Unprocessed_XP_18_R1_2004_04_ORIG_MID--AUDIO_18_R1_2004_07_Track07_wav.midi,2004/MIDI-Unprocessed_XP_18_R1_2004_04_ORIG_MID--AUDIO_18_R1_2004_07_Track07_wav.wav,1442.054507,"Composer:Frédéric Chopin;Title:Sonata in B Minor, Op. 58","The Sonata in B Minor, Op. 58 by Frédéric Chopin is a monumental piece that showcases the composer's mastery of the piano. In this sonata, the key of B minor plays a crucial role in setting the somber and dramatic tone of the composition. The melody unfolds with expressive lyricism and profound emotional depth, coupled with virtuosic passages that highlight Chopin's technical brilliance. The style of this sonata is characterized by its fusion of classical forms with romantic sensibilities, encompassing moments of introspection, turbulence, and passionate outbursts. The chord progressions in the piece are complex and rich, blending traditional harmonic structures with chromaticism, creating a lush and captivating harmonic palette."
Frédéric Chopin,"Two Preludes from Op. 28, Nos. 15 and 24",train,2011,2011/MIDI-Unprocessed_11_R1_2011_MID--AUDIO_R1-D4_10_Track10_wav.midi,2011/MIDI-Unprocessed_11_R1_2011_MID--AUDIO_R1-D4_10_Track10_wav.wav,282.30741,"Composer:Frédéric Chopin;Title:Two Preludes from Op. 28, Nos. 15 and 24","Chopin's Prelude No. 15 in D-flat major, commonly known as the ""Raindrop Prelude,"" is marked by its haunting melody and melancholic atmosphere. With its beautiful arpeggios and vivid chords, it evokes the serene sound of raindrops falling, creating a tranquil yet dramatic ambiance. The piece is characterized by its distinctive chord progression and rich harmonic language, showcasing Chopin's signature romantic style.

On the other hand, Chopin's Prelude No. 24 in D minor, often called the ""Prelude in C Minor,"" exudes a more intense and passionate atmosphere. The piece is known for its iconic opening with a driving melody that gradually builds in complexity and virtuosity. Its harmonic progression is full of tension and resolution, making it a prime example of Chopin's mastery in creating emotionally charged music.

Both preludes showcase Chopin's brilliant use of musical texture and his ability to evoke a wide range of emotions through his compositional choices. They perfectly encapsulate the romantic era's emphasis on expressive melodies, rich harmonies, and intricate piano techniques that have made Chopin's music so beloved by pianists and audiences alike."
Frédéric Chopin,"Valse brillante No. 1 in A-flat Major, Op. 34",test,2015,2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_15_R1_2015_wav--4.midi,2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_15_R1_2015_wav--4.wav,304.59375,"Composer:Frédéric Chopin;Title:Valse brillante No. 1 in A-flat Major, Op. 34","Frédéric Chopin's Valse brillante No. 1 in A-flat Major, Op. 34 is a lively and dazzling waltz written in the key of A-flat Major. The melody of this piece is characterized by its playful and virtuosic passages, showcasing Chopin's brilliant piano writing. The waltz style in this composition is elegant and dance-like, with a balance of grace and energy. Typical chord progressions in this waltz include the use of chromatic harmonies, intricate arpeggios, and a strong emphasis on dominant-tonic relationships."
Frédéric Chopin,"Variations and Fugue in E-flat Major, Op. 35, ""Eroica""",validation,2009,2009/MIDI-Unprocessed_07_R1_2009_01-03_ORIG_MID--AUDIO_07_R1_2009_07_R1_2009_02_WAV.midi,2009/MIDI-Unprocessed_07_R1_2009_01-03_ORIG_MID--AUDIO_07_R1_2009_07_R1_2009_02_WAV.wav,1424.933137,"Composer:Frédéric Chopin;Title:Variations and Fugue in E-flat Major, Op. 35, ""Eroica""","Variations and Fugue in E-flat Major, Op. 35, ""Eroica"" by Frédéric Chopin is a majestic and virtuosic piano composition. The key of E-flat Major lends a sense of grandeur and richness to the piece. The melody is filled with intricate ornamentations and cascading arpeggios, showcasing Chopin's signature lyrical style. The piece combines elements of variation form with a fugue, creating a rich texture and intricate interplay between different musical voices. The chord progressions are harmonically diverse, ranging from gentle and delicate to powerful and dramatic, creating a captivating musical journey for the listener."
George Enescu,Suite Op. 10,train,2006,2006/MIDI-Unprocessed_06_R1_2006_01-04_ORIG_MID--AUDIO_06_R1_2006_04_Track04_wav.midi,2006/MIDI-Unprocessed_06_R1_2006_01-04_ORIG_MID--AUDIO_06_R1_2006_04_Track04_wav.wav,1364.704832,Composer:George Enescu;Title:Suite Op. 10,"The Suite Op. 10 by George Enescu is a remarkable piano composition that showcases the composer's mastery. It is written in the key of D major, conveying a bright and uplifting atmosphere throughout the piece. The melody is characterized by its intricacy and richness, combining playful and lyrical passages that captivate the listener. Enescu blends elements of both Romantic and Impressionistic styles in this suite, presenting a unique fusion of expressive melodies, chromatic harmonies, and virtuosic passages. The typical chord progressions in this composition explore a wide range of harmonic colors, creating a sense of depth and musical complexity."
George Frideric Handel,Chaconne in G,train,2009,2009/MIDI-Unprocessed_18_R1_2009_01-03_ORIG_MID--AUDIO_18_R1_2009_18_R1_2009_01_WAV.midi,2009/MIDI-Unprocessed_18_R1_2009_01-03_ORIG_MID--AUDIO_18_R1_2009_18_R1_2009_01_WAV.wav,329.0327906,Composer:George Frideric Handel;Title:Chaconne in G,"Chaconne in G by George Frideric Handel is a captivating and lively piano piece. The key of G major shines through in its bright and joyful character. The melody is intricate and ornamented, showcasing Handel's skill in composing memorable themes. The style of the chaconne is reminiscent of baroque music, characterized by its rhythmic drive and elegant simplicity. Typical chord progressions include variations on a repeating bass line, creating a hypnotic and rhythmic foundation for the piece."
George Frideric Handel,"Chaconne in G Major, HWV 435",train,2018,2018/MIDI-Unprocessed_Recital1-3_MID--AUDIO_01_R1_2018_wav--1.midi,2018/MIDI-Unprocessed_Recital1-3_MID--AUDIO_01_R1_2018_wav--1.wav,328.9045856,"Composer:George Frideric Handel;Title:Chaconne in G Major, HWV 435","The Chaconne in G Major, HWV 435 by George Frideric Handel is a mesmerizing piano piece. In the key of G major, it features a delightful melody that showcases Handel's skillful melodic writing. The chaconne style is characterized by a repeated bass line or chord progression, providing a steady foundation for variations and ornamentations. With its intricate harmonies and lively rhythms, this piece captivates listeners with its Baroque elegance and virtuosic flair."
George Frideric Handel,"Suite No. 2 in F Major, HWV 427 (Complete)",train,2017,2017/MIDI-Unprocessed_079_PIANO079_MID--AUDIO-split_07-09-17_Piano-e_1-04_wav--1.midi,2017/MIDI-Unprocessed_079_PIANO079_MID--AUDIO-split_07-09-17_Piano-e_1-04_wav--1.wav,453.0917969,"Composer:George Frideric Handel;Title:Suite No. 2 in F Major, HWV 427 (Complete)","Suite No. 2 in F Major, HWV 427 by George Frideric Handel is a remarkable piano composition full of elegance and grandeur. The key of F Major lends a bright and joyful character to the piece. The melody is characterized by graceful and flowing passages, showcasing Handel's masterful writing. The style of this suite is Baroque, with its distinctive ornamentations and rhythmic intricacies. Typical chord progressions in this composition include sequences of maj7, sus4, and dominant chords, interspersed with delicate arpeggios, creating a sense of harmonic richness and sophistication."
George Frideric Handel,Suite No. 3 in D Minor,train,2004,2004/MIDI-Unprocessed_XP_08_R1_2004_01-02_ORIG_MID--AUDIO_08_R1_2004_01_Track01_wav.midi,2004/MIDI-Unprocessed_XP_08_R1_2004_01-02_ORIG_MID--AUDIO_08_R1_2004_01_Track01_wav.wav,720.0897561,Composer:George Frideric Handel;Title:Suite No. 3 in D Minor,"Suite No. 3 in D Minor by George Frideric Handel is a vibrant and majestic piano piece. The key of D Minor adds a sense of darkness and intensity to the composition. The melody is characterized by expressive and dramatic motifs that showcase Handel's exceptional talent for creating rich musical textures. The style of this piece is Baroque, with intricate ornamentation and contrapuntal passages. It often follows the typical chord progressions in Baroque music, such as sequences of tonic, dominant, and subdominant chords."
Georges Bizet / Ferruccio Busoni,"Sonatina No. 6, BV284 “Fantasia da Camera super Carmen”",train,2014,2014/MIDI-UNPROCESSED_11-13_R1_2014_MID--AUDIO_12_R1_2014_wav--2.midi,2014/MIDI-UNPROCESSED_11-13_R1_2014_MID--AUDIO_12_R1_2014_wav--2.wav,524.5974989,"Composer:Georges Bizet / Ferruccio Busoni;Title:Sonatina No. 6, BV284 “Fantasia da Camera super Carmen”","Sonatina No. 6, BV284 ""Fantasia da Camera super Carmen"" by Georges Bizet and Ferruccio Busoni is a captivating piano composition. The key of the piece is based on Bizet's famous opera ""Carmen,"" adding a touch of excitement and drama to the melody. The style of the sonatina leans towards Busoni's romantic interpretation, with expressive phrases and virtuosic passages. Typical chord progressions include lush harmonies, dramatic modulations, and occasional chromaticism that reflect the intense emotions found in the original opera."
Georges Bizet / Moritz Moszkowski,"Chanson Boheme de l'Opera ""Carmen"" by Georges Bizet",train,2017,2017/MIDI-Unprocessed_058_PIANO058_MID--AUDIO-split_07-07-17_Piano-e_2-02_wav--5.midi,2017/MIDI-Unprocessed_058_PIANO058_MID--AUDIO-split_07-07-17_Piano-e_2-02_wav--5.wav,336.5304023,"Composer:Georges Bizet / Moritz Moszkowski;Title:Chanson Boheme de l'Opera ""Carmen"" by Georges Bizet","""Chanson Boheme de l'Opera 'Carmen' by Georges Bizet"" is a captivating piano composition with an emphasis on the key of G minor. The melody is fluid and passionate, reflecting the sensuality and allure of the Carmen opera. The style can be described as a beautiful blend of classical and romantic elements, bringing forth the dramatic and emotional essence of the opera. Typical chord progressions in this piece include the use of minor chords, chromatic progressions, and sequences that enhance the evocative nature of the music."
Georges Bizet / Vladimir Horowitz,Carmen Variations,train,2017,2017/MIDI-Unprocessed_051_PIANO051_MID--AUDIO-split_07-06-17_Piano-e_3-02_wav--5.midi,2017/MIDI-Unprocessed_051_PIANO051_MID--AUDIO-split_07-06-17_Piano-e_3-02_wav--5.wav,231.4871136,Composer:Georges Bizet / Vladimir Horowitz;Title:Carmen Variations,"The Carmen Variations, composed by Georges Bizet and popularized in a virtuosic piano arrangement by Vladimir Horowitz, is an electrifying showcase of technical brilliance and artistic interpretation. The key is typically in A minor, representing the passionate and dramatic essence of Bizet's famous opera. Its haunting melody is derived from the iconic tunes of Carmen, featuring rapid ornamentation and flashy runs that highlight the performer's virtuosity. The style of the piece blends elements of classical music with flamenco and gypsy influences, resulting in a vibrant and fiery composition. Typical chord progressions involve rich harmonic textures and frequent use of chromaticism, enhancing the emotional impact and intensity of the music."
Giuseppe Verdi / Franz Liszt,Rigoletto Parap.,train,2006,2006/MIDI-Unprocessed_15_R1_2006_01-05_ORIG_MID--AUDIO_15_R1_2006_04_Track04_wav.midi,2006/MIDI-Unprocessed_15_R1_2006_01-05_ORIG_MID--AUDIO_15_R1_2006_04_Track04_wav.wav,423.4904953,Composer:Giuseppe Verdi / Franz Liszt;Title:Rigoletto Parap.,"Rigoletto Paraphrase is a piano piece based on the famous opera ""Rigoletto"" by Giuseppe Verdi, arranged by Franz Liszt. The key is typically in B-flat minor, creating a dark and somber mood. The melody showcases Liszt's virtuosic style, with intricate and lyrical passages that reflect the emotional depth of the original opera. The piece features grand and dramatic moments, often accompanied by lush and chromatic chord progressions that enhance the intense and passionate atmosphere."
Henry Purcell,"Suite in C Major, Z. 666 (Complete)",train,2014,2014/MIDI-UNPROCESSED_21-22_R1_2014_MID--AUDIO_21_R1_2014_wav--7.midi,2014/MIDI-UNPROCESSED_21-22_R1_2014_MID--AUDIO_21_R1_2014_wav--7.wav,538.8002091,"Composer:Henry Purcell;Title:Suite in C Major, Z. 666 (Complete)","The Suite in C Major by Henry Purcell is a delightful collection of pieces for piano. The key of C Major gives it a bright and cheerful character, evoking a sense of optimism. The melodies within the suite are graceful and elegant, known for their simplicity and lyrical quality. The style of the suite represents the Baroque era, with its ornamented melodies and intricate, yet balanced, harmonies. Typical chord progressions in this suite include common harmonic patterns found in the Baroque period, such as I-IV-V-I and sequential progressions."
Isaac Albéniz,Asturias,train,2009,2009/MIDI-Unprocessed_03_R1_2009_03-08_ORIG_MID--AUDIO_03_R1_2009_03_R1_2009_06_WAV.midi,2009/MIDI-Unprocessed_03_R1_2009_03-08_ORIG_MID--AUDIO_03_R1_2009_03_R1_2009_06_WAV.wav,308.694937,Composer:Isaac Albéniz;Title:Asturias,"""Asturias"" is a piano composition by Isaac Albéniz. In the key of E minor, the piece showcases a passionate and intense melody that captures the spirit of the traditional folk music from the Asturias region in Spain. This iconic piece is characterized by its intricate arpeggios, flamenco-inspired rhythms, and vibrant harmonies, making extensive use of diminished chords and sequences of descending major and minor chords that create a sense of tension and release."
Isaac Albéniz,"Evocacion from ""Iberia""",train,2009,2009/MIDI-Unprocessed_14_R1_2009_01-05_ORIG_MID--AUDIO_14_R1_2009_14_R1_2009_02_WAV.midi,2009/MIDI-Unprocessed_14_R1_2009_01-05_ORIG_MID--AUDIO_14_R1_2009_14_R1_2009_02_WAV.wav,316.3431666,"Composer:Isaac Albéniz;Title:Evocacion from ""Iberia""","""Evocacion"" is a beautiful piano piece composed by Isaac Albéniz as part of his larger work ""Iberia."" In this piece, the key of D-flat major sets a tranquil and nostalgic mood. The melody flows gracefully, combining elements of Spanish folk music with Romantic-era flair. The style of ""Evocacion"" is characterized by delicate arpeggios, intricate ornaments, and expressive phrasing, truly emulating the colors and emotions of the Iberian Peninsula. Typical chord progressions in this piece include sequences of lush and rich harmonies that enhance the evocative atmosphere."
Isaac Albéniz,Iberia Book II,train,2006,2006/MIDI-Unprocessed_05_R1_2006_01-05_ORIG_MID--AUDIO_05_R1_2006_03_Track03_wav.midi,2006/MIDI-Unprocessed_05_R1_2006_01-05_ORIG_MID--AUDIO_05_R1_2006_03_Track03_wav.wav,1245.623754,Composer:Isaac Albéniz;Title:Iberia Book II,"Isaac Albéniz's ""Iberia Book II"" is a mesmerizing collection of four piano pieces inspired by Spanish folk music and dance. With a key signature that often features exotic scales and harmonies, this vibrant composition showcases the rich flavors of Spanish music. The melodies are characterized by passionate and rhythmic intensity, displaying intricate ornamentation and virtuosic flourishes. The style of ""Iberia Book II"" combines elements of classical and flamenco music, featuring characteristic chord progressions such as the use of descending progressions, flamenco-style rasgueado patterns, and Spanish dance rhythms like the habanera."
Isaac Albéniz,"Iberia, Evocation, Triana",train,2004,2004/MIDI-Unprocessed_XP_04_R1_2004_03-05_ORIG_MID--AUDIO_04_R1_2004_04_Track04_wav.midi,2004/MIDI-Unprocessed_XP_04_R1_2004_03-05_ORIG_MID--AUDIO_04_R1_2004_04_Track04_wav.wav,361.0277811,"Composer:Isaac Albéniz;Title:Iberia, Evocation, Triana","""Iberia, Evocation, Triana"" is a stunning piano piece composed by Isaac Albéniz. It is part of his larger work ""Iberia,"" which draws inspiration from Spanish folklore and landscapes. Evocation showcases a lush and expressive melody, with a touch of melancholy, capturing the essence of the Spanish landscape. Triana, on the other hand, is vivacious and energetic, with intricate rhythmic patterns and dazzling virtuosity. The composition stands out for its rich harmonies, showcasing Albéniz's mastery of chord progressions influenced by Spanish folk music."
